Pixel_ID,Row,Col,Area,B1(Coastal Aerosol (B1)),B2(Blue (B2)),B3(Green (B3)),B4(Red (B4)),B5(RE1 (B5)),B6(RE2 (B6)),B7(RE3 (B7)),B8(NIR (B8)),B9(RE4 (B8A)),B10(Water Vapor (B9)),B11(SWIR1 (B11)),B12(SWIR2 (B12)),B13(NDVI),B14(MNDWI),B15(NDWI),B16(EVI),B17(SABI),B18(GNDVI),B19(NDAVI),B20(AWEI),B21(BATHYMETRY),Label,Kategori_Detail,Kategori,Prediksi_Kelas,Prediksi_Label,Confidence_Lamun,Confidence_NonLamun,Confidence_Max
29,0,28,Lainnya,0.047699999064207,0.0318000018596649,0.0522000007331371,0.0430000014603138,0.0988000035285949,0.2551000118255615,0.315200001001358,0.2865999937057495,0.3461000025272369,0.3222000002861023,0.1812999993562698,0.0943000018596649,0.7451293468475342,-0.4961325824260711,-0.6737263798713684,0.4876083731651306,2728665351867670.0,0.6737263798713684,0.7960320115089417,-0.8319249749183655,0.6174402236938477,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
30,0,29,Lainnya,0.047699999064207,0.0293000005185604,0.0553000010550022,0.0353999994695186,0.095100000500679,0.2836999893188476,0.3427000045776367,0.3684000074863434,0.3752000033855438,0.3222000002861023,0.1812999993562698,0.0848999992012977,0.8264445066452026,-0.5200642347335815,-0.7268871665000916,0.6281182765960693,3.8902952671051e+16,0.7268871665000916,0.8529878258705139,-0.843625009059906,0.5366795063018799,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
31,0,30,Lainnya,0.0480000004172325,0.0295000001788139,0.0566999986767768,0.0348999984562397,0.1018999963998794,0.2852999866008758,0.3524999916553497,0.3808000087738037,0.3772999942302704,0.3391999900341034,0.1917999982833862,0.0984999984502792,0.845788836479187,-0.524642288684845,-0.7502812147140503,0.6228744983673096,4153398036956780.0,0.7502812147140503,0.8603026866912842,-0.9067000150680542,0.5236685872077942,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
32,0,31,Lainnya,0.0496999993920326,0.0337000004947185,0.0603000000119209,0.0384999997913837,0.123599998652935,0.2912000119686126,0.3544999957084656,0.3616000115871429,0.3851999938488006,0.3479000031948089,0.2087000012397766,0.1238999962806701,0.7916194796562195,-0.5496221780776978,-0.7257384061813354,0.566662073135376,3638859510421750.0,0.7257384061813354,0.8441669940948486,-1034274935722350.0,0.5246376991271973,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
33,0,32,Lainnya,0.0496999993920326,0.0483999997377395,0.0866999998688697,0.0707999989390373,0.1423999965190887,0.3037000000476837,0.3580000102519989,0.3743999898433685,0.3919999897480011,0.3479000031948089,0.2290000021457672,0.1363999992609024,0.6596609950065613,-0.4501679837703705,-0.6239427328109741,0.5251117944717407,1881355881690970.0,0.6239427328109741,0.7047353386878967,-1.04149997234344e+16,0.6572327017784119,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.025,0.975,0.975
34,0,33,Lainnya,0.0496999993920326,0.1340000033378601,0.1803999990224838,0.1923999935388565,0.1868000030517578,0.3206000030040741,0.3723999857902527,0.421999990940094,0.3964000046253204,0.3479000031948089,0.2590000033378601,0.1761000007390976,0.3647342920303345,-0.1850033402442932,-0.3954098224639892,0.353169173002243,0.6923990249633789,0.3954098224639892,0.5016611218452454,-0.860249936580658,0.7395144104957581,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.035,0.965,0.965
35,0,34,Lainnya,0.0496999993920326,0.1387999951839447,0.1756000071763992,0.1783999949693679,0.1888000071048736,0.3206000030040741,0.3723999857902527,0.3851999938488006,0.3964000046253204,0.3479000031948089,0.265500009059906,0.1854999959468841,0.3785394728183746,-0.1736632585525512,-0.3836749196052551,0.33784219622612,0.6734694242477417,0.3836749196052551,0.4779240787029266,-0.8840500116348267,0.7436108589172363,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.035,0.965,0.965
36,0,35,Lainnya,0.0496999993920326,0.0802000015974044,0.1186000034213066,0.1168000027537345,0.1861000061035156,0.3120999932289123,0.3616999983787536,0.3844000101089477,0.39410001039505,0.3479000031948089,0.2671999931335449,0.1849000006914138,0.5285437107086182,-0.371837168931961,-0.5161743760108948,0.4417228698730469,1.31011974811553e+16,0.5161743760108948,0.6575176119804382,-1.17592501640319e+16,0.6484560370445251,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.03,0.97,0.97
37,0,36,Lainnya,0.0443000011146068,0.1006999984383583,0.1376000046730041,0.1400000005960464,0.1785999983549118,0.3048000037670135,0.3587999939918518,0.3928000032901764,0.3880000114440918,0.3470000028610229,0.2576999962329864,0.1723999977111816,0.4875549077987671,-0.3018348813056946,-0.4805194735527038,0.4382176399230957,1.05740427970886e+16,0.4805194735527038,0.5954508781433105,-1.07039999961853e+16,0.6474973559379578,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.04,0.96,0.96
38,0,37,Lainnya,0.0351000018417835,0.0768000036478042,0.100100003182888,0.1040000021457672,0.1589999943971634,0.2878000140190124,0.3348000049591064,0.3443999886512756,0.3813000023365021,0.3564000129699707,0.2436999976634979,0.1453000009059906,0.5361284613609314,-0.3760989904403686,-0.5496062636375427,0.4334968030452728,1.34527122974395e+16,0.5496062636375427,0.649641215801239,-1.02132499217987e+16,0.6666666865348816,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.03,0.97,0.97
39,0,38,Lainnya,0.0351000018417835,0.0372000001370906,0.0716999992728233,0.0636000037193298,0.134100005030632,0.2808000147342682,0.3310000002384186,0.3339999914169311,0.3761000037193298,0.3564000129699707,0.2196999937295913,0.1218999996781349,0.7044609785079956,-0.4981818199157715,-0.6516613364219666,0.4853608012199402,2492323398590080.0,0.6516613364219666,0.79340660572052,-0.9919250011444092,0.5729166269302368,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
40,0,39,Lainnya,0.0351000018417835,0.0366000011563301,0.0653000026941299,0.047699999064207,0.1178999990224838,0.2808000147342682,0.3323999941349029,0.3427999913692474,0.3874000012874603,0.3564000129699707,0.1958000063896179,0.0926000028848648,0.7594905495643616,-0.4742662608623504,-0.674134373664856,0.556495189666748,292568302154541.0,0.674134373664856,0.8094500303268433,-0.8547000288963318,0.5253968834877014,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
41,0,40,Lainnya,0.0351000018417835,0.0281000006943941,0.0582000017166137,0.0337999984622001,0.1094999983906745,0.2779000103473663,0.3323999941349029,0.3312000036239624,0.3734999895095825,0.3564000129699707,0.1821999996900558,0.0846000015735626,0.8125,-0.4976465702056885,-0.7101449370384216,0.5757021307945251,3.51334953308105e+16,0.7101449370384216,0.8403862714767456,-0.8106500506401062,0.5222841501235962,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
42,0,41,Lainnya,0.0351000018417835,0.0285000000149011,0.0566000007092952,0.0359999984502792,0.1114000007510185,0.2763999998569488,0.3343999981880188,0.3459999859333038,0.3738999962806701,0.3564000129699707,0.1773000061511993,0.0790000036358833,0.7972972989082336,-0.5002058744430542,-0.7107943296432495,0.5770846009254456,3.44600915908813e+16,0.7107943296432495,0.8463146686553955,-0.7804250121116638,0.5277777910232544,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
43,0,42,Lainnya,0.036200001835823,0.0300999991595745,0.0631999969482421,0.0452999994158744,0.1164000034332275,0.2750999927520752,0.3291999995708465,0.3476000130176544,0.3738999962806701,0.3560999929904938,0.1826999932527542,0.0790000036358833,0.7897424101829529,-0.4753804802894592,-0.6814516186714172,0.5563827157020569,2.99894523620605e+16,0.6814516186714172,0.8288339972496033,-0.782425045967102,0.5232558250427246,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
44,0,43,Lainnya,0.0375999994575977,0.031700000166893,0.0612000003457069,0.0452999994158744,0.1178999990224838,0.2716000080108642,0.3289999961853027,0.3251999914646148,0.3725999891757965,0.3368000090122223,0.1842000037431717,0.0782999992370605,0.7687005400657654,-0.4873537123203277,-0.6690801978111267,0.5497735738754272,2.94906949996948e+16,0.6690801978111267,0.8199325799942017,-0.800225019454956,0.5088435411453247,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
45,0,44,Lainnya,0.0375999994575977,0.0297999996691942,0.0612000003457069,0.0403999984264373,0.1143999993801117,0.2680999934673309,0.320499986410141,0.326799988746643,0.3600000143051147,0.3368000090122223,0.1842000037431717,0.0782999992370605,0.7662037014961243,-0.472641110420227,-0.6659364700317383,0.5250182747840881,2.96158170700073e+16,0.6659364700317383,0.8354500532150269,-0.7963250279426575,0.4921875,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
46,0,45,Lainnya,0.0375999994575977,0.0270000007003545,0.061099998652935,0.0337000004947185,0.1119000017642974,0.2664999961853027,0.320499986410141,0.3276000022888183,0.3555999994277954,0.3368000090122223,0.1799000054597854,0.0785999968647956,0.790838360786438,-0.4716049432754516,-0.6944236159324646,0.5271589756011963,3.22936677932739e+16,0.6944236159324646,0.8419783115386963,-0.7673500180244446,0.4702093601226806,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
47,0,46,Lainnya,0.0375999994575977,0.0306000001728534,0.0632999986410141,0.0394000001251697,0.1149000003933906,0.2669000029563904,0.3172000050544739,0.3271999955177307,0.3555999994277954,0.3368000090122223,0.1840000003576278,0.0847999975085258,0.7686842679977417,-0.468268871307373,-0.6807935237884521,0.5115492939949036,3011883020401000.0,0.6807935237884521,0.8167641162872314,-0.7847499847412109,0.5127478837966919,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
48,0,47,Lainnya,0.0375999994575977,0.0353999994695186,0.0674000009894371,0.0469000004231929,0.1247999966144561,0.2669000029563904,0.3113000094890594,0.3244000077247619,0.3479000031948089,0.3368000090122223,0.1841000020503997,0.0949999988079071,0.7261128425598145,-0.4591960906982422,-0.6511056423187256,0.4985491931438446,2.61833477020263e+16,0.6511056423187256,0.8024871945381165,-0.7988250255584717,0.5380875468254089,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
49,0,48,Lainnya,0.0405000001192092,0.0421999990940094,0.0715000033378601,0.0581000000238418,0.120399996638298,0.2551999986171722,0.303299993276596,0.3075999915599823,0.3388999998569488,0.328000009059906,0.1856999993324279,0.0949999988079071,0.6717557311058044,-0.4546162784099579,-0.6178937554359436,0.4715563058853149,2.21731448173522e+16,0.6178937554359436,0.758719265460968,-0.8083750009536743,0.5510835647583008,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
50,0,49,Lainnya,0.0562999993562698,0.0397999994456768,0.065700002014637,0.062399998307228,0.1130999997258186,0.2275999933481216,0.2621000111103058,0.2734000086784363,0.3059000074863434,0.3167000114917755,0.1854999959468841,0.0956000015139579,0.6307054162025452,-0.4592998623847961,-0.5802615880966187,0.4042625725269317,1.85700106620788e+16,0.5802615880966187,0.7286039590835571,-0.8184750080108643,0.6179775595664978,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
51,0,50,Lainnya,0.0562999993562698,0.0353999994695186,0.0586999990046024,0.0441999994218349,0.1071000024676323,0.2285999953746795,0.277099996805191,0.2734000086784363,0.3059000074863434,0.3167000114917755,0.1854999959468841,0.0948000028729438,0.6966369152069092,-0.5004028677940369,-0.6263013482093811,0.4281404912471771,2200178623199460.0,0.6263013482093811,0.7633562684059143,-0.8334999680519104,0.6087689995765686,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
52,0,51,Lainnya,0.0562999993562698,0.0337000004947185,0.0612000003457069,0.0381000004708766,0.1048000007867813,0.248099997639656,0.2987000048160553,0.3199999928474426,0.3273000121116638,0.3167000114917755,0.1891999989748001,0.098300002515316,0.7576266527175903,-0.5012224912643433,-0.6704196333885193,0.5279189944267273,2.85353541374206e+16,0.6704196333885193,0.8032532930374146,-0.865024983882904,0.5469613075256348,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.01,0.99,0.99
