Pixel_ID,Row,Col,Area,B1(Coastal Aerosol),B2(Blue),B3(Green),B4(Red),B5(NIR),B6(SWIR1),B7(SWIR2),B8(NDVI),B9(MNDWI),B10(NDWI),B11(EVI),B12(SABI),B13(GNDVI),B14(NDAVI),B15(AWEI),B16(BATHYMETRY),Label,Kategori_Detail,Kategori,Prediksi_Kelas,Prediksi_Label,Confidence_Lamun,Confidence_NonLamun,Confidence_Max
46,1,7,Lainnya,0.0460150018334388,0.0662000030279159,0.114545002579689,0.1318424940109253,0.3421899974346161,0.2623024880886078,0.1702049970626831,0.459012508392334,-0.4132829308509826,-0.4858042299747467,0.3509660065174103,1.13682878017425e+16,0.4858042299747467,0.675800085067749,-1.14100432395935e+16,0.5543344020843506,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.235,0.765,0.765
47,1,8,Lainnya,0.0550349988043308,0.0678775012493133,0.1157549992203712,0.1218874976038932,0.3410624861717224,0.2461600005626678,0.1627524942159652,0.4566957056522369,-0.3679772615432739,-0.4932111799716949,0.3378450572490692,1187087893486020.0,0.4932111799716949,0.6680319905281067,-1.09334683418273e+16,0.5828354358673096,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.24,0.76,0.76
48,1,9,Lainnya,0.0235750004649162,0.0367200002074241,0.0671899989247322,0.0699950009584426,0.3253050148487091,0.2073024958372116,0.1276350021362304,0.6292838454246521,-0.501689612865448,-0.6345686912536621,0.4051006436347961,232207989692688.0,0.6345686912536621,0.7971410751342773,-1.00726497173309e+16,0.5189100503921509,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.26,0.74,0.74
49,1,10,Lainnya,0.0193674992769956,0.0299274995923042,0.0632575005292892,0.0634225010871887,0.3305025100708008,0.2096125036478042,0.1219974979758262,0.7081510424613953,-0.5498068928718567,-0.6995911598205566,0.4654536247253418,3077648401260370.0,0.6995911598205566,0.833934485912323,-0.9884549975395204,0.4997131526470184,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.305,0.695,0.695
50,1,11,Lainnya,0.0275350008159875,0.038342498242855,0.0694999992847442,0.0774749964475631,0.345407485961914,0.2150575071573257,0.1331624984741211,0.63987797498703,-0.4985999763011932,-0.6694824695587158,0.4454118311405182,2515326738357540.0,0.6694824695587158,0.8001694083213806,-0.9952131509780884,0.5571215748786926,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.25,0.75,0.75
51,1,12,Lainnya,0.0337775014340877,0.0450524985790252,0.0853950008749961,0.0834975019097328,0.3714224994182586,0.2299350053071975,0.1383599936962127,0.614495575428009,-0.4705736041069031,-0.614950954914093,0.4425446093082428,2.05043458938598e+16,0.614950954914093,0.7856862545013428,-1.05249559879302e+16,0.5214711427688599,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.24,0.76,0.76
52,1,13,Lainnya,0.0170575007796287,0.0248125009238719,0.0529724992811679,0.0457400009036064,0.3630900084972381,0.1713600009679794,0.0928200036287307,0.778036892414093,-0.550032913684845,-0.7312877774238586,0.5223984122276306,3.74323511123657e+16,0.7312877774238586,0.8682274222373962,-0.8212550282478333,0.459724873304367,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.3,0.7,0.7
53,1,14,Lainnya,0.0148024996742606,0.0241800006479024,0.0549249984323978,0.0352624990046024,0.3988125026226043,0.1627250015735626,0.0802524983882904,0.8294151425361633,-0.5063135027885437,-0.741108238697052,0.6103504300117493,4355436325073240.0,0.741108238697052,0.891725480556488,-0.7265931367874146,0.3788929283618927,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.365,0.635,0.635
54,1,15,Lainnya,0.0445575006306171,0.0532475002110004,0.0880625024437904,0.0911974981427192,0.3657299876213074,0.2192925065755844,0.1159749999642372,0.5715100169181824,-0.4269655644893646,-0.5509220361709595,0.4577752947807312,1.50338065624237e+16,0.5509220361709595,0.7020097970962524,-0.9407562613487244,0.5929185748100281,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.235,0.765,0.765
55,1,16,Lainnya,0.0842949971556663,0.1039299964904785,0.1455100029706955,0.1444649994373321,0.3610549867153168,0.265657514333725,0.1616249978542328,0.4317575097084045,-0.2904732823371887,-0.4288209676742553,0.3781619966030121,0.8765872120857239,0.4288209676742553,0.5557858943939209,-1.04687190055847e+16,0.7093713879585266,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.06,0.94,0.94
56,1,17,Lainnya,0.1039024963974952,0.1212275028228759,0.1555474996566772,0.1745775043964386,0.3629800081253052,0.2956325113773346,0.1880249977111816,0.3504787981510162,-0.3262489736080169,-0.3880564868450165,0.299507737159729,0.646390974521637,0.3880564868450165,0.505592405796051,-1.18960380554199e+16,0.7403092980384827,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.035,0.965,0.965
57,1,18,Lainnya,0.132530003786087,0.1583250015974044,0.2032324969768524,0.23785500228405,0.4173749983310699,0.3294300138950348,0.1918199956417083,0.2740776836872101,-0.2369183152914047,-0.3450530469417572,0.2681598663330078,0.5001538395881653,0.3450530469417572,0.449027419090271,-1.13663876056671e+16,0.7692120671272278,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.03,0.97,0.97
58,1,19,Lainnya,0.1565099954605102,0.1803800016641616,0.2494325041770935,0.3151299953460693,0.5040274858474731,0.3565450012683868,0.206615000963211,0.2554210722446441,-0.1767598688602447,-0.3337543904781341,0.2612099051475525,0.4719937443733215,0.3337543904781341,0.4338901340961456,-1.12947499752044e+16,0.7202739119529724,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.02,0.98,0.98
59,1,20,Lainnya,0.2432174980640411,0.2917824983596802,0.3581399917602539,0.4326924979686737,0.5985450148582458,0.4438574910163879,0.246242493391037,0.1715248078107834,-0.0750669091939926,-0.2345323413610458,0.2053068727254867,0.2710613906383514,0.2345323413610458,0.3627950847148895,-1.08245682716369e+16,0.8015201091766357,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.025,0.975,0.975
60,1,21,Lainnya,0.2531724870204925,0.3025625050067901,0.3793149888515472,0.4370099902153015,0.5721449851989746,0.3393299877643585,0.1923149973154068,0.1281900703907013,0.0556394308805465,-0.1957168728113174,0.165529653429985,0.1908726692199707,0.1957168728113174,0.3192246854305267,-0.5099068880081177,0.7887685298919678,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.075,0.925,0.925
61,1,22,Lainnya,0.2288350015878677,0.2777574956417084,0.3500550091266632,0.3913874924182892,0.4636299908161163,0.2212174981832504,0.1111624985933303,0.0844924226403236,0.2255272269248962,-0.1395810395479202,0.1044707298278808,0.1148871853947639,0.1395810395479202,0.2507089674472809,0.0937456265091896,0.7867591381072998,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.225,0.775,0.775
62,1,23,Lainnya,0.1900874972343444,0.2401375025510788,0.318924993276596,0.3359475135803222,0.3595975041389465,0.1457024961709976,0.0735149979591369,-0.0180042907595634,0.3997936546802521,-0.0131201101467013,-0.0218282062560319,-0.0213114880025386,0.0131201101467013,0.1468205600976944,0.5132306218147278,0.7692325115203857,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.185,0.815,0.815
63,1,24,Lainnya,0.183143749833107,0.2321625053882599,0.3089562356472015,0.3036487400531769,0.1912425011396408,0.0865362510085105,0.0429487489163875,-0.245106428861618,0.5842939615249634,0.2672215104103088,-0.2653253376483917,-0.2091803848743438,-0.2672215104103088,-0.1455237716436386,0.7115193605422974,0.7720080614089966,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.285,0.715,0.715
64,1,25,Lainnya,0.163220003247261,0.2080450057983398,0.2741962373256683,0.2508212625980377,0.1352525055408477,0.0499337501823902,0.0270949993282556,-0.3148181736469269,0.7013795971870422,0.359706312417984,-0.2484423220157623,-0.2312954664230346,-0.359706312417984,-0.2369293868541717,0.7633774876594543,0.7800100445747375,0,Pasir,Non_Lamun,0,Non_Lamun,0.43,0.57,0.57
