Pixel_ID,Row,Col,Area,B1(Coastal Aerosol),B2(Blue),B3(Green),B4(Red),B5(NIR),B6(SWIR1),B7(SWIR2),B8(NDVI),B9(MNDWI),B10(NDWI),B11(EVI),B12(SABI),B13(GNDVI),B14(NDAVI),B15(AWEI),B16(BATHYMETRY),Label,Kategori_Detail,Kategori,Prediksi_Kelas,Prediksi_Label,Confidence_Lamun,Confidence_NonLamun,Confidence_Max
130,3,15,Lainnya,0.2628250122070312,0.3160237371921539,0.4022499918937683,0.4640425145626068,0.5742899775505066,0.3168075084686279,0.1740412563085556,0.1065064668655395,0.1193435713648796,-0.1765095740556717,0.1387126147747039,0.1545868664979934,0.1765095740556717,0.2903663218021393,-0.2804159522056579,0.7836674451828003,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.09,0.91,0.91
131,3,16,Lainnya,0.2454449981451034,0.3006375133991241,0.3858599960803985,0.4220224916934967,0.4052200019359588,0.1867325007915496,0.0974949970841407,-0.0203114561736583,0.3477647602558136,-0.0244728717952966,-0.0249654725193977,-0.0244400892406702,0.0244728717952966,0.148163765668869,0.4270937442779541,0.7771221995353699,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.2,0.8,0.8
132,3,17,Lainnya,0.1949137449264526,0.2454999983310699,0.3184300065040588,0.3320287466049194,0.3003762364387512,0.1290374994277954,0.0675887465476989,-0.0489606820046901,0.4231750071048736,0.0282239243388175,-0.0538006238639354,-0.0546397753059864,-0.0282239243388175,0.1011075377464294,0.4966068863868713,0.7691124677658081,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.18,0.82,0.82
133,3,18,Lainnya,0.1625874936580658,0.2039200067520141,0.2685999870300293,0.2521274983882904,0.1822225004434585,0.068510003387928,0.0329524986445903,-0.108447641134262,0.5364015698432922,0.1396023482084274,-0.1091426759958267,-0.1111433953046798,-0.1396023482084274,-0.0207813996821641,0.4979749917984009,0.7516263723373413,1,Lamun,Lamun,0,Non_Lamun,0.22,0.78,0.78
134,3,19,Lainnya,0.1145175024867057,0.1479025036096573,0.1965225040912628,0.1654199957847595,0.0678500011563301,0.0330624990165233,0.0234650000929832,-0.4182706773281097,0.6983211040496826,0.4867090880870819,-0.2564658522605896,-0.2824636399745941,-0.4867090880870819,-0.3710385859012604,0.5727887749671936,0.7487881183624268,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.59,0.41,0.59
135,3,20,Lainnya,0.0707375034689903,0.0968900024890899,0.1366550028324127,0.1068724989891052,0.0367750003933906,0.0224200002849102,0.0143074998632073,-0.4064069092273712,0.6432594656944275,0.5214880108833313,-0.1386100500822067,-0.2616513669490814,-0.5214880108833313,-0.3397207260131836,0.3343981206417084,0.6987242102622986,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.76,0.24,0.76
136,3,21,Lainnya,0.0431274995207786,0.0613325014710426,0.098980002105236,0.0762649998068809,0.0219525005668401,0.0193949993699789,0.0146650001406669,-0.3943770825862884,0.5700585246086121,0.5006380081176758,-0.0860201716423034,-0.2887466251850128,-0.5006380081176758,-0.3167068660259247,0.2004318684339523,0.6302886009216309,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.8,0.2,0.8
137,3,22,Lainnya,0.024592500180006,0.0345750004053115,0.0638487488031387,0.0427974984049797,0.0134549997746944,0.0172087494283914,0.0130425002425909,-0.536778450012207,0.5782111287117004,0.6631447076797485,-0.0720822438597679,-0.3098853528499603,-0.6631447076797485,-0.4157057106494903,0.1455487459897995,0.5882365703582764,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.74,0.26,0.74
138,3,23,Lainnya,0.0212237499654293,0.0327600017189979,0.0643849968910217,0.0426737517118454,0.0164250005036592,0.0166724994778633,0.0129324998706579,-0.4437960088253021,0.5751516222953796,0.5931217670440674,-0.0619901418685913,-0.2798467874526977,-0.5931217670440674,-0.2697783410549164,0.1453700065612793,0.4869938492774963,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.705,0.295,0.705
139,3,24,Lainnya,0.0242075007408857,0.0375724993646144,0.0699400007724762,0.0458362512290477,0.0181850008666515,0.0170162506401538,0.0128774996846914,-0.4520447850227356,0.5999354124069214,0.5911102294921875,-0.0712179616093635,-0.2916601896286011,-0.5911102294921875,-0.3591111898422241,0.1647299975156784,0.5065237879753113,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.635,0.365,0.635
140,3,25,Lainnya,0.0298037491738796,0.0441449992358684,0.07549499720335,0.0497412495315074,0.0199724994599819,0.0171399991959333,0.013124999590218,-0.3933956921100616,0.6185940504074097,0.5538815855979919,-0.0767392814159393,-0.2483246922492981,-0.5538815855979919,-0.3629078269004822,0.1838768720626831,0.5941479206085205,1,Lamun,Lamun,1,Lamun,0.84,0.16,0.84
141,3,26,Lainnya,0.0255137495696544,0.0398687496781349,0.072758749127388,0.0422887504100799,0.0186387505382299,0.0172637496143579,0.0132762501016259,-0.3946720659732818,0.5968709588050842,0.5563766956329346,-0.0704814046621322,-0.2342890948057174,-0.5563766956329346,-0.3592877089977264,0.1770671904087066,0.5647147297859192,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.715,0.285,0.715
142,3,27,Lainnya,0.0080512501299381,0.0216499995440244,0.0549112483859062,0.0312337502837181,0.0150774996727705,0.0155175002291798,0.0123412497341632,-0.3705198764801025,0.5494148135185242,0.5599055290222168,-0.0500231198966503,-0.2352351546287536,-0.5599055290222168,-0.2803873419761657,0.1232874989509582,0.437032401561737,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.95,0.05,0.95
143,3,28,Lainnya,0.0136887496337294,0.0300099998712539,0.0650862529873848,0.0393325015902519,0.0119837503880262,0.0142387496307492,0.0117499995976686,-0.4052561223506927,0.6139484643936157,0.6863797307014465,-0.0635353997349739,-0.2457448691129684,-0.6863797307014465,-0.3465800583362579,0.1534146815538406,0.4521004855632782,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.755,0.245,0.755
144,3,29,Lainnya,0.0210037492215633,0.0380125008523464,0.0735149979591369,0.0460424982011318,0.0070850001648068,0.0133725004270672,0.0116537502035498,-0.7977375984191895,0.6239185333251953,0.8516579866409302,-0.055183783173561,-0.2132048904895782,-0.8516579866409302,-0.769920825958252,0.1499850004911422,0.502414882183075,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.45,0.55,0.55
145,3,30,Lainnya,0.0116812502965331,0.0266687497496604,0.0599025003612041,0.0347125008702278,0.0081612495705485,0.0140049997717142,0.0118049997836351,-0.4201681017875671,0.5517653226852417,0.736931562423706,-0.0368812680244445,-0.1966806203126907,-0.736931562423706,-0.2549936473369598,0.1131709367036819,0.4318915903568268,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.82,0.18,0.82
146,3,31,Lainnya,0.0076250000856816,0.0217187497764825,0.0519137494266033,0.0298037491738796,0.0092337504029273,0.0136337503790855,0.0112274996936321,-0.3921376466751098,0.545096218585968,0.6735330820083618,-0.0351283438503742,-0.201287180185318,-0.6735330820083618,-0.279813289642334,0.1017859354615211,0.4059110581874847,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.875,0.125,0.875
147,3,32,Lainnya,0.0072537502273917,0.0193399991840124,0.0523950010538101,0.0307525005191564,0.0109387496486306,0.0133999995887279,0.010870000347495,-0.3644330501556396,0.546830952167511,0.611519992351532,-0.03444479778409,-0.2103306055068969,-0.611519992351532,-0.2712158262729645,0.1018478125333786,0.4053431153297424,1,Lamun,Lamun,1,Lamun,0.875,0.125,0.875
148,3,33,Lainnya,0.0185150001198053,0.0346437506377697,0.0653062462806701,0.040446251630783,0.014156250283122,0.0144037501886487,0.0112824998795986,-0.4779989123344421,0.6391323804855347,0.647200882434845,-0.0625120103359222,-0.26410973072052,-0.647200882434845,-0.4258092045783996,0.162444993853569,0.5226996541023254,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.66,0.34,0.66
149,3,34,Lainnya,0.0172499995678663,0.0338462516665458,0.0645912513136863,0.0409549996256828,0.0127812502905726,0.0148162497207522,0.0115437498316168,-0.4958131015300751,0.626832902431488,0.669618546962738,-0.0654536336660385,-0.2653020024299621,-0.669618546962738,-0.4517262279987335,0.1641593724489212,0.5160310864448547,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.705,0.295,0.705
150,3,35,Lainnya,0.0221449993550777,0.0428524985909462,0.075824998319149,0.04806375131011,0.0116812502965331,0.0154212499037384,0.013234999962151,-0.5600824356079102,0.6618673205375671,0.7368926405906677,-0.0753201991319656,-0.2675507664680481,-0.7368926405906677,-0.5868770480155945,0.200914055109024,0.558330774307251,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.565,0.435,0.565
151,3,36,Lainnya,0.025637499988079,0.048599999397993,0.0923250019550323,0.0563549995422363,0.0009149999823421,0.013124999590218,0.0119150001555681,-0.9680460691452026,0.7399445176124573,0.979375660419464,-0.1392017900943756,-0.3744055032730102,-0.979375660419464,-0.9628350734710692,0.2730799913406372,0.5441085696220398,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.555,0.445,0.555
152,3,37,Lainnya,0.0207425002008676,0.0405149981379509,0.0841299965977668,0.0498374998569488,0.0,0.0121349999681115,0.0131799997761845,-1.0,0.7199642062187195,1.0,-0.1074372604489326,-0.3947524726390838,-1.0,-1.0,0.2209743708372116,0.4725607931613922,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.59,0.41,0.59
153,4,0,Lainnya,0.0151875000447034,0.0258025005459785,0.0604524984955787,0.0557225011289119,0.3593775033950805,0.1872825026512146,0.0911974981427192,0.7054235339164734,-0.5119583606719971,-0.6750388741493225,0.4935538172721863,2.94825959205627e+16,0.6750388741493225,0.8453391790390015,-0.8343175053596497,0.419877141714096,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.33,0.67,0.67
154,4,1,Lainnya,0.0207700002938509,0.0347950011491775,0.0715899989008903,0.0723325014114379,0.3522000014781952,0.1866499930620193,0.0995299965143203,0.6521158814430237,-0.4950177073478699,-0.6353530883789062,0.4656559526920318,2.39932322502136e+16,0.6353530883789062,0.8130166530609131,-0.8061437606811523,0.4565693736076355,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.295,0.705,0.705
155,4,2,Lainnya,0.0265724994242191,0.038672499358654,0.0827824994921684,0.0784099996089935,0.3655650019645691,0.2037550061941146,0.1093474999070167,0.6447520852088928,-0.4250686764717102,-0.6192016005516052,0.4716635942459106,2221189498901360.0,0.6192016005516052,0.7940062284469604,-0.8690294027328491,0.475039541721344,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.27,0.73,0.73
156,4,3,Lainnya,0.0371600016951561,0.0482150018215179,0.0911974981427192,0.1006850004196167,0.3658399879932403,0.2226749956607818,0.127992495894432,0.5660275220870972,-0.4032770991325378,-0.5701046586036682,0.4330301880836487,1671919584274290.0,0.5701046586036682,0.7302730083465576,-0.9600681066513062,0.553670346736908,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.23,0.77,0.77
157,4,4,Lainnya,0.0435400009155273,0.0569325014948844,0.0997224971652031,0.1036275029182434,0.327106237411499,0.2458987534046173,0.1453312486410141,0.5257360339164734,-0.427667886018753,-0.5367855429649353,0.3695946037769317,1483047604560850.0,0.5367855429649353,0.7034115791320801,-1.0774518251419e+16,0.5713239312171936,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.24,0.76,0.76
158,4,5,Lainnya,0.0514325015246868,0.0800599977374076,0.0991175025701522,0.1069549992680549,0.3706249892711639,0.2770150005817413,0.196054995059967,0.5339070558547974,-0.476220965385437,-0.5531017780303955,0.45843306183815,1.41217529773712e+16,0.5531017780303955,0.6629019975662231,-1.38103127479553e+16,0.6984471082687378,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.105,0.895,0.895
159,4,6,Lainnya,0.016975000500679,0.0325675010681152,0.0727450028061866,0.0640550032258033,0.3913325071334839,0.2623299956321716,0.1554650068283081,0.7279486060142517,-0.5457025766372681,-0.6847193837165833,0.5117762088775635,3.04796957969665e+16,0.6847193837165833,0.8405507802963257,-1.32156252861022e+16,0.4564310908317566,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.3,0.7,0.7
160,4,7,Lainnya,0.0471699982881546,0.0628037527203559,0.1026649996638298,0.1210212484002113,0.3379825055599212,0.2806450128555298,0.1933462470769882,0.4615285396575928,-0.4524786174297333,-0.5161466002464294,0.3410102725028991,1198906660079950.0,0.5161466002464294,0.6613454222679138,-1.3072280883789e+16,0.622673511505127,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.195,0.805,0.805
161,4,8,Lainnya,0.0447775013744831,0.0578400008380413,0.0987325012683868,0.1060200035572052,0.3146899938583374,0.2535024881362915,0.1550250053405761,0.4959948658943176,-0.4761228859424591,-0.522365152835846,0.3438836932182312,1.32427930831909e+16,0.522365152835846,0.6894747018814087,-1.05611872673034e+16,0.5799513459205627,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.235,0.765,0.765
162,4,9,Lainnya,0.0492325015366077,0.068496249616146,0.1110662519931793,0.1179412528872489,0.3706112504005432,0.2561424970626831,0.1566749960184097,0.5190972089767456,-0.39613938331604,-0.5401167273521423,0.404768705368042,1.4310051202774e+16,0.5401167273521423,0.6886307597160339,-1.10381400585174e+16,0.6115145683288574,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.19,0.81,0.81
163,4,10,Lainnya,0.1377412527799606,0.1708925068378448,0.2175875008106231,0.2543962597846985,0.4040512442588806,0.3467962443828583,0.2278725057840347,0.2307242751121521,-0.2302735745906829,-0.302638828754425,0.2270489335060119,0.3956493139266968,0.302638828754425,0.4105048179626465,-1.24449717998504e+16,0.7766356468200684,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.035,0.965,0.965
164,4,11,Lainnya,0.1829925030469894,0.2199112474918365,0.2926074862480163,0.3418324887752533,0.4789337515830993,0.3847187459468841,0.2335237562656402,0.1673704236745834,-0.1347488611936569,-0.241841122508049,0.1823914498090744,0.2684088349342346,0.241841122508049,0.3709034025669098,-1130368709564200.0,0.7490265369415283,0,Pasir,Non_Lamun,0,Non_Lamun,0.025,0.975,0.975
165,4,12,Lainnya,0.2457612454891204,0.2980937361717224,0.3733887374401092,0.437945008277893,0.5967437624931335,0.3660325109958648,0.2080862522125244,0.1542219668626785,0.0120024718344211,-0.2308895736932754,0.2001090943813324,0.2378835380077362,0.2308895736932754,0.3342635929584503,-0.6919981241226196,0.7963801026344299,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.06,0.94,0.94
166,4,13,Lainnya,0.2588787376880646,0.3133012354373932,0.4067324995994568,0.4621725082397461,0.5534449815750122,0.2989049851894378,0.1614325046539306,0.0900448188185691,0.1560360044240951,-0.1528520286083221,0.1153410747647285,0.1268413066864013,0.1528520286083221,0.2772283554077148,-0.1509906202554702,0.7681995034217834,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.11,0.89,0.89
167,4,14,Lainnya,0.2018987536430359,0.2480024993419647,0.3217850029468536,0.3435237407684326,0.3508250117301941,0.1619137525558471,0.0826449990272522,0.0110810967162251,0.3305242657661438,-0.0438426695764064,0.0105169462040066,0.0155201759189367,0.0438426695764064,0.172880008816719,0.3245050013065338,0.7672042846679688,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.145,0.855,0.855
168,4,15,Lainnya,0.1532099992036819,0.1945150047540664,0.256912499666214,0.2450049966573715,0.2022700011730194,0.0781074985861778,0.0423850007355213,-0.0955452471971511,0.5337144136428833,0.1384012550115585,-0.0926765277981758,-0.0937277227640152,-0.1384012550115585,-0.0008150764624588,0.5463406443595886,0.7552585601806641,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.215,0.785,0.785
169,4,16,Lainnya,0.1169100031256675,0.150625005364418,0.2060925066471099,0.1764750033617019,0.069472499191761,0.0330349989235401,0.0218425001949071,-0.3887738883495331,0.699777364730835,0.4650739133358001,-0.2317783683538437,-0.2635155022144317,-0.4650739133358001,-0.3493789434432983,0.5388606190681458,0.7273319959640503,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.56,0.44,0.56
170,4,17,Lainnya,0.0617724992334842,0.0800049975514411,0.1181199997663497,0.090729996562004,0.0268200002610683,0.0204124990850687,0.0174150001257658,-0.4907917082309723,0.6650806069374084,0.5819255113601685,-0.1217900514602661,-0.3217024803161621,-0.5819255113601685,-0.3692750930786133,0.2764900028705597,0.6716336607933044,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.81,0.19,0.81
171,4,18,Lainnya,0.014156250283122,0.0278374999761581,0.0587750002741813,0.0371050015091896,0.0166724994778633,0.0205362495034933,0.0165762491524219,-0.3869951069355011,0.4819779396057129,0.5607160329818726,-0.0494862906634807,-0.233725756406784,-0.5607160329818726,-0.2597509026527405,0.103202186524868,0.4668365716934204,1,Lamun,Lamun,1,Lamun,0.95,0.05,0.95
172,4,19,Lainnya,0.0193674992769956,0.0331724993884563,0.0638625025749206,0.0456025004386901,0.0210174992680549,0.0217049997299909,0.0166724994778633,-0.0888202488422393,0.3454216420650482,0.3595154583454132,-0.009581253863871,-0.0691123753786087,-0.3595154583454132,0.1908124238252639,0.0405262485146522,0.5114279985427856,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.67,0.33,0.67
173,4,20,Lainnya,0.018597500398755,0.0307250004261732,0.0573724992573261,0.0371600016951561,0.0204674992710351,0.0188449993729591,0.0143349999561905,-0.2352886199951172,0.4700987935066223,0.4409314393997192,-0.0284334290772676,-0.1835738271474838,-0.4409314393997192,-0.1918147802352905,0.0890018716454505,0.5263608694076538,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.735,0.265,0.735
174,4,21,Lainnya,0.014279999770224,0.0259125009179115,0.0536600016057491,0.0328699983656406,0.0211824998259544,0.0176350008696317,0.0130700003355741,-0.2162249684333801,0.4989167153835296,0.4322758018970489,-0.0264691952615976,-0.1676588654518127,-0.4322758018970489,-0.2124494910240173,0.0989843755960464,0.4592786133289337,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.855,0.145,0.855
175,4,22,Lainnya,0.0104712499305605,0.022461250424385,0.0524637512862682,0.0307800006121397,0.0146650001406669,0.0152562502771615,0.0119425002485513,-0.3345485031604767,0.5496085286140442,0.5716152191162109,-0.0330402217805385,-0.1728138476610183,-0.5716152191162109,-0.3249636888504028,0.1115793734788894,0.4174711406230926,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.84,0.16,0.84
176,4,23,Lainnya,0.0165487509220838,0.0317974984645843,0.0585412494838237,0.0354412496089935,0.0138400001451373,0.0151599999517202,0.0118875000625848,-0.389691561460495,0.5728002786636353,0.6057689189910889,-0.0430248267948627,-0.1977408677339553,-0.6057689189910889,-0.4075208306312561,0.1273093819618225,0.489780843257904,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.705,0.295,0.705
177,4,24,Lainnya,0.0177587494254112,0.031453751027584,0.0620750002562999,0.0382875017821788,0.0158887505531311,0.0167137496173381,0.0129875000566244,-0.3998624980449676,0.5656192898750305,0.581139087677002,-0.0560730174183845,-0.2437430471181869,-0.581139087677002,-0.3769899606704712,0.1355971843004226,0.4970892965793609,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.85,0.15,0.85
178,4,25,Lainnya,0.0154625000432133,0.0295975003391504,0.0583899989724159,0.0314950011670589,0.0138400001451373,0.0166587494313716,0.0133037501946091,-0.4464806318283081,0.5687223076820374,0.6202704906463623,-0.0502154752612113,-0.2475093752145767,-0.6202704906463623,-0.4256923198699951,0.1352603137493133,0.502526044845581,1,Lamun,Lamun,1,Lamun,0.86,0.14,0.86
179,4,26,Lainnya,0.0125062502920627,0.026215000078082,0.0547187514603138,0.0277549996972084,0.0112962499260902,0.0161362495273351,0.0130287501960992,-0.4639959335327148,0.5732409954071045,0.6557902097702026,-0.0442521423101425,-0.2423469275236129,-0.6557902097702026,-0.4479004144668579,0.1265084445476532,0.4839371740818023,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.91,0.09,0.91
180,4,27,Lainnya,0.0078312503173947,0.020151250064373,0.0486137494444847,0.0223237499594688,0.008326250128448,0.0148574998602271,0.0122999995946884,-0.5260838270187378,0.5377079844474792,0.7091729640960693,-0.0419773086905479,-0.2618006467819214,-0.7091729640960693,-0.4143454730510711,0.1031128093600273,0.4228731393814087,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.975,0.025,0.975
181,4,28,Lainnya,0.0039125001057982,0.0209487508982419,0.0476512499153614,0.020618749782443,0.0066212499514222,0.0135650001466274,0.0114200003445148,-0.5988804697990417,0.5568187832832336,0.7605619430541992,-0.0424787737429142,-0.2636122703552246,-0.7605619430541992,-0.5233358144760132,0.102775938808918,0.423423707485199,0,Perairan,Non_Lamun,1,Lamun,0.97,0.03,0.97
182,4,29,Lainnya,0.0056174998171627,0.0204262491315603,0.0497137494385242,0.0240700002759695,0.0045037497766315,0.0120387496426701,0.0106499996036291,-0.6022266745567322,0.6016041040420532,0.829406201839447,-0.0480076149106025,-0.2509569525718689,-0.829406201839447,-0.6319867372512817,0.1199153140187263,0.4075616002082824,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.935,0.065,0.935
183,4,30,Lainnya,0.0062087499536573,0.022571250796318,0.0533025003969669,0.0279612503945827,0.0056037497706711,0.0122587503865361,0.0110349999740719,-0.5837968587875366,0.6255962252616882,0.8094577193260193,-0.0463424213230609,-0.2463370710611343,-0.8094577193260193,-0.5980940461158752,0.1310468763113021,0.4145091772079468,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.895,0.105,0.895
184,4,31,Lainnya,0.0059337499551475,0.0203437507152557,0.0516112484037876,0.0278512500226497,0.0054387501440942,0.0127812502905726,0.0113650001585483,-0.5542128682136536,0.5961808562278748,0.8048987984657288,-0.0360680222511291,-0.2265433967113495,-0.8048987984657288,-0.5505796074867249,0.1176303103566169,0.3821808695793152,1,Lamun,Lamun,1,Lamun,0.965,0.035,0.965
185,4,32,Lainnya,0.0069375000894069,0.0200549997389316,0.0547875016927719,0.0261049997061491,0.0051775001920759,0.0119150001555681,0.0104849999770522,-0.7625136375427246,0.6750307083129883,0.8445020318031311,-0.0647663101553917,-0.3450759947299957,-0.8445020318031311,-0.6777656674385071,0.1609643697738647,0.4088684916496277,1,Lamun,Lamun,1,Lamun,0.94,0.06,0.94
186,4,33,Lainnya,0.0235750004649162,0.0449150018393993,0.0841162502765655,0.0559150017797946,0.0086837504059076,0.0135650001466274,0.0118187498301267,-0.6506051421165466,0.7078507542610168,0.8044072985649109,-0.0908976644277572,-0.2865736782550812,-0.8044072985649109,-0.658356785774231,0.2252275049686432,0.5271984934806824,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.54,0.46,0.54
187,4,34,Lainnya,0.0295150000602006,0.0530549995601177,0.0946762487292289,0.0651412531733512,0.0088074998930096,0.0144725004211068,0.0124375000596046,-0.6818137764930725,0.7128809690475464,0.8202303647994995,-0.104408822953701,-0.2907280325889587,-0.8202303647994995,-0.6926133632659912,0.2539684474468231,0.5534362196922302,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.565,0.435,0.565
188,4,35,Lainnya,0.0255137495696544,0.0478437505662441,0.0895612463355064,0.0535087510943412,0.0039949999190866,0.0137162497267127,0.0122587503865361,-0.7834833860397339,0.7096846103668213,0.9039339423179626,-0.1343483477830886,-0.3181193768978119,-0.9039339423179626,-0.8204008340835571,0.2747471928596496,0.528385579586029,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.55,0.45,0.55
189,4,36,Lainnya,0.025637499988079,0.0492600016295909,0.089877501130104,0.0518724992871284,0.0013274999801069,0.0130975004285573,0.0124375000596046,-0.9500939846038818,0.7386380434036255,0.9699847102165222,-0.1288736015558242,-0.335813045501709,-0.9699847102165222,-0.9459294080734252,0.2844856381416321,0.5421122908592224,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.565,0.435,0.565
190,4,37,Lainnya,0.0188999995589256,0.0378475002944469,0.0785199999809265,0.0458775013685226,0.0,0.0139774996787309,0.0132625000551342,-1.0,0.6977756023406982,1.0,-0.106871023774147,-0.3518930077552795,-1.0,-1.0,0.2228306233882904,0.4780988395214081,0,Tidak_Teridentifikasi,Non_Lamun,1,Lamun,0.57,0.43,0.57
191,5,0,Lainnya,0.0306975003331899,0.0438974983990192,0.0894374996423721,0.0956799983978271,0.3432349860668182,0.2199800014495849,0.1301649957895279,0.5481330752372742,-0.4048685133457184,-0.5712950229644775,0.3708163797855377,1.72797489166259e+16,0.5712950229644775,0.7638046145439148,-0.9526018500328064,0.4853904545307159,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.27,0.73,0.73
192,5,1,Lainnya,0.0424950011074543,0.0574274994432926,0.1028300002217292,0.1031875014305114,0.3511824905872345,0.2503949999809265,0.14113749563694,0.4744184017181396,-0.4133684039115906,-0.5117660760879517,0.3721197247505188,1.24268066883087e+16,0.5117660760879517,0.6785013675689697,-1020354986190790.0,0.5699343085289001,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.24,0.76,0.76
193,5,2,Lainnya,0.0528762489557266,0.0698850005865097,0.1111899986863136,0.1186700016260147,0.3256900012493133,0.2434100061655044,0.1429799944162368,0.464432954788208,-0.3748250007629394,-0.4905847012996673,0.3484866023063659,1.15988755226135e+16,0.4905847012996673,0.6460738778114319,-0.9388140439987184,0.622012734413147,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.195,0.805,0.805
194,5,3,Lainnya,0.0395112484693527,0.0540449991822242,0.0917062535881996,0.0937962532043457,0.3243837356567383,0.2395737469196319,0.1387587487697601,0.5509534478187561,-0.4532666504383087,-0.5587273836135864,0.3744751513004303,1576520562171930.0,0.5587273836135864,0.7138511538505554,-0.9579712748527528,0.5826448202133179,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.24,0.76,0.76
195,5,4,Lainnya,0.0297075007110834,0.0405012518167495,0.0726350024342536,0.0700912475585937,0.3242324888706207,0.2313649952411651,0.1329012513160705,0.6303905248641968,-0.5291803479194641,-0.631930410861969,0.4194748699665069,2.31599378585815e+16,0.631930410861969,0.7758446335792542,-1031238079071040.0,0.5466587543487549,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.255,0.745,0.745
196,5,5,Lainnya,0.0606999993324279,0.0746700018644332,0.123537503182888,0.1320074945688247,0.3672424852848053,0.2714050114154815,0.2026824951171875,0.4711767733097076,-0.4190177023410797,-0.4965666830539703,0.4013554155826568,1.16019332408905e+16,0.4965666830539703,0.6533709168434143,-1158597469329830.0,0.7268568277359009,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.08,0.92,0.92
197,5,6,Lainnya,0.0510750003159046,0.071782499551773,0.1185875013470649,0.1267275065183639,0.3847599923610687,0.2744300067424774,0.1738899946212768,0.4896862208843231,-0.4195761382579803,-0.5145079493522644,0.3740507960319519,1.2708888053894e+16,0.5145079493522644,0.6749864220619202,-1256483793258660.0,0.6002508401870728,0,Tidak_Teridentifikasi,Non_Lamun,0,Non_Lamun,0.235,0.765,0.765
