Feature,DisplayName,Importance
B4(Red),B4(Red),0.24298506513702822
B3(Green),B3(Green),0.21996815396052927
B2(Blue),B2(Blue),0.13909771089014553
B1(Coastal Aerosol),B1(Coastal Aerosol),0.12462401310032278
B5(NIR),B5(NIR),0.10702583053533511
B6(SWIR1),B6(SWIR1),0.0888689616716688
B7(SWIR2),B7(SWIR2),0.07743026470497039
