Pixel_ID,Row,Col,Area,B1(Coastal Aerosol (B1)),B2(Blue (B2)),B3(Green (B3)),B4(Red (B4)),B5(RE1 (B5)),B6(RE2 (B6)),B7(RE3 (B7)),B8(NIR (B8)),B9(RE4 (B8A)),B10(Water Vapor (B9)),B11(SWIR1 (B11)),B12(SWIR2 (B12)),B13(NDVI),B14(MNDWI),B15(NDWI),B16(EVI),B17(SABI),B18(GNDVI),B19(NDAVI),B20(AWEI),B21(BATHYMETRY),Label,Kategori_Detail,Kategori
4451,39,82,Kanan_Bawah,0.0869000032544136,0.08429999649524689,0.0722000002861023,0.07329999655485153,0.07249999791383743,0.0632999986410141,0.06620000302791595,0.05620000138878822,0.07010000199079514,0.06069999933242798,0.06549999862909317,0.06400000303983688,-0.08160921186208725,0.04198061302304268,0.11507294327020645,-0.03470339626073837,-0.0614272765815258,-0.11507294327020645,-0.19170983135700226,-0.16792500019073486,1.07803475856781,0,Perairan,Non_Lamun
4543,40,62,Kanan_Bawah,0.08219999819993973,0.07819999754428864,0.06859999895095825,0.0658000037074089,0.06759999692440033,0.0608999989926815,0.05909999832510948,0.051600001752376556,0.06069999933242798,0.05570000037550926,0.06239999830722809,0.061500001698732376,-0.07246379554271698,0.052147235721349716,0.12084588408470154,-0.026185384020209312,-0.0604533925652504,-0.12084588408470154,-0.2049306333065033,-0.154775008559227,1.140804648399353,0,Perairan,Non_Lamun
5679,50,78,Kanan_Bawah,0.09560000151395798,0.08500000089406967,0.0803999975323677,0.08020000159740448,0.08299999684095383,0.0737999975681305,0.07460000365972519,0.06340000033378601,0.07329999655485153,0.06350000202655792,0.07699999958276749,0.07100000232458115,-0.07894738018512726,0.027804380282759666,0.096774160861969,-0.031472351402044296,-0.056594930589199066,-0.096774160861969,-0.14555256068706512,-0.18074999749660492,1.1125131845474243,0,Perairan,Non_Lamun
4704,41,111,Kanan_Bawah,0.08209999650716782,0.07500000298023224,0.06159999966621399,0.06239999830722809,0.06300000101327896,0.057999998331069946,0.057999998331069946,0.04740000143647194,0.05869999900460243,0.05999999865889549,0.05979999899864197,0.060600001364946365,-0.083094522356987,0.012912486679852009,0.12734082341194153,-0.026906749233603477,-0.07579672336578369,-0.12734082341194153,-0.2034188061952591,-0.17670001089572906,1.1503268480300903,0,Perairan,Non_Lamun
3558,31,85,Kanan_Bawah,0.09030000120401382,0.08240000158548355,0.07320000231266022,0.06469999998807907,0.06790000200271606,0.06350000202655792,0.06449999660253525,0.05550000071525574,0.06369999796152115,0.06019999831914902,0.06499999761581421,0.06319999694824219,-0.06643358618021011,0.04078763350844383,0.13466551899909973,-0.024670608341693878,-0.053467005491256714,-0.13466551899909973,-0.20996440947055817,-0.15427500009536743,1.140480637550354,0,Perairan,Non_Lamun
4675,41,82,Kanan_Bawah,0.08739999681711197,0.0812000036239624,0.07559999823570251,0.0738999992609024,0.07270000129938126,0.06800000369548798,0.0706000030040741,0.061799999326467514,0.07010000199079514,0.06069999933242798,0.06650000065565109,0.06300000101327896,-0.07359306514263153,0.041260287165641785,0.09781021624803543,-0.027267521247267723,-0.06278025358915329,-0.09781021624803543,-0.1201353371143341,-0.16352500021457672,1.0607142448425293,0,Perairan,Non_Lamun
6147,54,98,Kanan_Bawah,0.08749999850988388,0.08179999887943268,0.07270000129938126,0.06939999759197235,0.07460000365972519,0.06639999896287918,0.06719999760389328,0.05779999867081642,0.06790000200271606,0.06069999933242798,0.07150000333786011,0.06759999692440033,-0.09378290921449661,0.020301921293139458,0.11417626589536667,-0.033431317657232285,-0.07503233104944229,-0.11417626589536667,-0.1665465086698532,-0.18580001592636108,1.0976933240890503,0,Perairan,Non_Lamun
5028,44,99,Kanan_Bawah,0.0803999975323677,0.07419999688863754,0.059700001031160355,0.05790000036358833,0.05869999900460243,0.051899999380111694,0.052400000393390656,0.04740000143647194,0.052299998700618744,0.05590000003576279,0.05649999901652336,0.054999999701976776,-0.08968174457550049,0.020134225487709045,0.1136891171336174,-0.022258177399635315,-0.07629870623350143,-0.1136891171336174,-0.19578950107097626,-0.15109999477863312,1.1479820013046265,0,Perairan,Non_Lamun
5822,51,109,Kanan_Bawah,0.08380000293254852,0.0885000005364418,0.08129999786615372,0.0786999985575676,0.07559999823570251,0.06800000369548798,0.07100000232458115,0.06679999828338623,0.07320000231266022,0.05909999832510948,0.06650000065565109,0.06480000168085098,-0.09652511030435562,0.023037146776914597,0.11136756837368011,-0.025652850046753883,-0.0824073925614357,-0.11136756837368011,-0.14795921742916107,-0.18717500567436218,1.0935602188110352,0,Perairan,Non_Lamun
5666,50,65,Kanan_Bawah,0.09709999710321426,0.08839999884366989,0.08030000329017639,0.07760000228881836,0.08449999988079071,0.07779999822378159,0.0771000012755394,0.065700002014637,0.07720000296831131,0.0617000013589859,0.08020000159740448,0.0738999992609024,-0.07455893605947495,0.02933335304260254,0.10000000149011612,-0.024655960500240326,-0.06126020476222038,-0.10000000149011612,-0.1546798199415207,-0.2131749987602234,1.1030534505844116,0,Perairan,Non_Lamun
4347,38,90,Kanan_Bawah,0.08590000122785568,0.08500000089406967,0.08079999685287476,0.07360000163316727,0.07490000128746033,0.07020000368356705,0.06920000165700912,0.0658000037074089,0.06750000268220901,0.058400001376867294,0.06710000336170197,0.060499999672174454,-0.05763689801096916,0.026431715115904808,0.1108374372124672,-0.021761659532785416,-0.05090387538075447,-0.1108374372124672,-0.13602015376091003,-0.13350000977516174,1.089463233947754,0,Perairan,Non_Lamun
4763,42,58,Kanan_Bawah,0.08669999986886978,0.09570000320672989,0.08139999955892563,0.06650000065565109,0.07039999961853027,0.062300000339746475,0.05860000103712082,0.0697999969124794,0.058400001376867294,0.061500001698732376,0.0640999972820282,0.057999998331069946,-0.08974359929561615,0.02724357321858406,0.09221556782722473,-0.021058790385723114,-0.0726315900683403,-0.09221556782722473,-0.14657211303710938,-0.1472250074148178,1.112633228302002,0,Perairan,Non_Lamun
