Pixel_ID;Row;Col;Label;Kategori;B1(Coastal Aerosol);B2(Blue);B3(Green);B4(Red);B5(NIR);B6(SWIR1);B7(SWIR2);B8(NDVI);B9(MNDWI);B10(NDWI);B11(EVI);B12(SABI);B13(GNDVI);B14(NDAVI);B15(AWEI);B16(BATHYMETRY)
30;0;29;0;Tidak Teridentifikasi;0.11949499696493149;0.15296250581741333;0.20697249472141266;0.17567749321460724;0.16968250274658203;0.07783249765634537;0.04837999865412712;0.01882345788180828;0.4501412808895111;0.09490598738193512;0.01562906987965107;0.01745399832725525;-0.09490598738193512;0.05182166025042534;0.33427438139915466;0.7415734529495239
31;0;30;0;Tidak Teridentifikasi;0.1057175025343895;0.13320374488830566;0.19403375685214996;0.16546125710010529;0.2421724945306778;0.10865999758243561;0.05408624932169914;0.1538299173116684;0.33563974499702454;-0.06939099729061127;0.13923558592796326;0.22958652675151825;0.06939099729061127;0.24948713183403015;0.13221468031406403;0.6836302280426025
32;0;31;0;Tidak Teridentifikasi;0.11853250116109848;0.15365000069141388;0.21050624549388885;0.20408500730991364;0.2901049852371216;0.12613624334335327;0.06120875105261803;0.14649641513824463;0.32048141956329346;-0.12223637849092484;0.1381979137659073;0.221769317984581;0.12223637849092484;0.2672594487667084;0.09662968665361404;0.7293208837509155
33;0;32;0;Tidak Teridentifikasi;0.13338249921798706;0.1706175059080124;0.2170100063085556;0.21948499977588654;0.2709512412548065;0.12278124690055847;0.05739999935030937;0.04183647781610489;0.332274466753006;-0.038631536066532135;0.059413861483335495;0.10763081163167953;0.038631536066532135;0.14770354330539703;0.1513271927833557;0.7888551354408264
34;0;33;0;Tidak Teridentifikasi;0.10351750254631042;0.1291474997997284;0.16915999352931976;0.13841499388217926;0.1748799979686737;0.08206749707460403;0.0448325015604496;0.21322613954544067;0.19632716476917267;-0.2285095453262329;0.12291152030229568;0.3199731707572937;0.2285095453262329;0.3627147376537323;0.01706874929368496;0.6969389915466309
35;0;34;0;Tidak Teridentifikasi;0.0867837518453598;0.10948500037193298;0.14366750419139862;0.12135124951601028;0.20319125056266785;0.09093625098466873;0.049150001257658005;0.3120611011981964;0.08031435310840607;-0.30737972259521484;0.1844860166311264;0.5492798089981079;0.30737972259521484;0.4537811279296875;-0.12610656023025513;0.6710243225097656
36;0;35;0;Tidak Teridentifikasi;0.06243250146508217;0.08041749894618988;0.10852249711751938;0.10626749694347382;0.27432000637054443;0.12084250152111053;0.063230000436306;0.4415607452392578;-0.06211821734905243;-0.3981262147426605;0.2726973295211792;0.8656412363052368;0.3981262147426605;0.554783821105957;-0.2990024983882904;0.6729216575622559
37;0;36;0;Tidak Teridentifikasi;0.032099999487400055;0.04026750102639198;0.06281749904155731;0.0565200001001358;0.28721749782562256;0.13459250330924988;0.06394500285387039;0.6500839591026306;-0.33149805665016174;-0.6115819215774536;0.34351980686187744;19765642881393400;0.6115819215774536;0.7382909059524536;-0.534753143787384;0.5653678774833679
38;0;37;0;Tidak Teridentifikasi;0.018239999189972878;0.027837499976158142;0.0535225011408329;0.03990999981760979;0.34444499015808105;0.1509000062942505;0.07013250142335892;0.79001784324646;-0.4635179042816162;-0.7297852635383606;0.4979427456855774;3820002317428580;0.7297852635383606;0.862418532371521;-0.680544376373291;0.47215041518211365
39;1;0;0;Tidak Teridentifikasi;0.014059999957680702;0.020467499271035194;0.0541824996471405;0.035702500492334366;0.3706524968147278;0.15208250284194946;0.0646049976348877;0.8224378228187561;-0.48236820101737976;-0.7319024205207825;0.6066386699676514;4230600833892820;0.7319024205207825;0.8957495093345642;-0.6496343612670898;0.35695022344589233
40;1;1;0;Tidak Teridentifikasi;0.014940000139176846;0.02217249944806099;0.05607999861240387;0.042934998869895935;0.36685749888420105;0.16178999841213226;0.07073750346899033;0.8094096779823303;-0.4865298867225647;-0.7229645848274231;0.5906544923782349;4064164638519280;0.7229645848274231;0.8893502354621887;-0.6982543468475342;0.37640154361724854
41;1;2;0;Tidak Teridentifikasi;0.016397500410676003;0.022007500752806664;0.05728999897837639;0.043264999985694885;0.3655099868774414;0.15829749405384064;0.06812500208616257;0.7913713455200195;-0.4840448498725891;-0.7090766429901123;0.5842360854148865;37570879459381100;0.7090766429901123;0.8824824690818787;-0.6767975091934204;0.3775518834590912
42;1;3;0;Tidak Teridentifikasi;0.015407499857246876;0.02230999991297722;0.06284499913454056;0.0426737517118454;0.36764124035835266;0.18396875262260437;0.08076124638319016;0.8026705384254456;-0.49082353711128235;-0.7172003388404846;0.5782772898674011;38946924209594700;0.7172003388404846;0.8841100335121155;-0.8205365538597107;0.3677271604537964
43;1;4;0;Tidak Teridentifikasi;0.01745625026524067;0.02511500008404255;0.05917375162243843;0.04645499959588051;0.35356125235557556;0.18768124282360077;0.08254875242710114;0.7525625228881836;-0.5233375430107117;-0.6878886818885803;0.5234636068344116;3243624687194820;0.6878886818885803;0.8563389778137207;-0.8581703305244446;0.4120493531227112
44;1;5;0;Tidak Teridentifikasi;0.02035750076174736;0.028923749923706055;0.062267500907182693;0.05495249852538109;0.3431662619113922;0.20261375606060028;0.09731625020503998;0.7225551605224609;-0.5448043346405029;-0.681263267993927;0.49441784620285034;30370442867279000;0.681263267993927;0.8410676121711731;-0.9185053110122681;0.4311341643333435
45;1;6;0;Tidak Teridentifikasi;0.032388750463724136;0.04721124842762947;0.08656375110149384;0.08402000367641449;0.3453249931335449;0.23693375289440155;0.13224124908447266;0.6086254715919495;-0.5287071466445923;-0.6124643087387085;0.4291481673717499;2029738664627070;0.6124643087387085;0.7618924975395203;-10629009008407500;0.5262103080749512
46;1;7;0;Tidak Teridentifikasi;0.04601500183343887;0.06620000302791595;0.11454500257968903;0.1318424940109253;0.3421899974346161;0.2623024880886078;0.1702049970626831;0.459012508392334;-0.41328293085098267;-0.4858042299747467;0.3509660065174103;11368287801742500;0.4858042299747467;0.675800085067749;-11410043239593500;0.5543344020843506
47;1;8;0;Tidak Teridentifikasi;0.055034998804330826;0.06787750124931335;0.11575499922037125;0.12188749760389328;0.3410624861717224;0.24616000056266785;0.16275249421596527;0.45669570565223694;-0.3679772615432739;-0.49321117997169495;0.3378450572490692;1187087893486020;0.49321117997169495;0.6680319905281067;-10933468341827300;0.5828354358673096
48;1;9;0;Tidak Teridentifikasi;0.02357500046491623;0.036720000207424164;0.06718999892473221;0.06999500095844269;0.3253050148487091;0.2073024958372116;0.12763500213623047;0.6292838454246521;-0.501689612865448;-0.6345686912536621;0.40510064363479614;232207989692688;0.6345686912536621;0.7971410751342773;-10072649717330900;0.5189100503921509
49;1;10;0;Tidak Teridentifikasi;0.01936749927699566;0.02992749959230423;0.06325750052928925;0.06342250108718872;0.3305025100708008;0.20961250364780426;0.12199749797582626;0.7081510424613953;-0.5498068928718567;-0.6995911598205566;0.4654536247253418;3077648401260370;0.6995911598205566;0.833934485912323;-0.9884549975395203;0.49971315264701843
50;1;11;0;Tidak Teridentifikasi;0.027535000815987587;0.03834249824285507;0.06949999928474426;0.07747499644756317;0.34540748596191406;0.21505750715732574;0.1331624984741211;0.63987797498703;-0.49859997630119324;-0.6694824695587158;0.4454118311405182;2515326738357540;0.6694824695587158;0.8001694083213806;-0.9952131509780884;0.5571215748786926
51;1;12;0;Tidak Teridentifikasi;0.03377750143408775;0.04505249857902527;0.08539500087499619;0.08349750190973282;0.37142249941825867;0.22993500530719757;0.13835999369621277;0.614495575428009;-0.4705736041069031;-0.614950954914093;0.4425446093082428;20504345893859800;0.614950954914093;0.7856862545013428;-10524955987930200;0.5214711427688599
52;1;13;0;Tidak Teridentifikasi;0.017057500779628754;0.024812500923871994;0.052972499281167984;0.045740000903606415;0.36309000849723816;0.17136000096797943;0.09282000362873077;0.778036892414093;-0.550032913684845;-0.7312877774238586;0.5223984122276306;37432351112365700;0.7312877774238586;0.8682274222373962;-0.8212550282478333;0.45972487330436707
53;1;14;0;Tidak Teridentifikasi;0.014802499674260616;0.02418000064790249;0.05492499843239784;0.03526249900460243;0.39881250262260437;0.16272500157356262;0.0802524983882904;0.8294151425361633;-0.5063135027885437;-0.741108238697052;0.6103504300117493;4355436325073240;0.741108238697052;0.891725480556488;-0.7265931367874146;0.3788929283618927
54;1;15;0;Tidak Teridentifikasi;0.04455750063061714;0.05324750021100044;0.08806250244379044;0.09119749814271927;0.3657299876213074;0.2192925065755844;0.11597499996423721;0.5715100169181824;-0.4269655644893646;-0.5509220361709595;0.4577752947807312;15033806562423700;0.5509220361709595;0.7020097970962524;-0.9407562613487244;0.5929185748100281
55;1;16;0;Tidak Teridentifikasi;0.08429499715566635;0.10392999649047852;0.1455100029706955;0.14446499943733215;0.3610549867153168;0.265657514333725;0.1616249978542328;0.43175750970840454;-0.2904732823371887;-0.42882096767425537;0.3781619966030121;0.8765872120857239;0.42882096767425537;0.5557858943939209;-10468719005584700;0.7093713879585266
56;1;17;0;Tidak Teridentifikasi;0.10390249639749527;0.12122750282287598;0.15554749965667725;0.1745775043964386;0.3629800081253052;0.2956325113773346;0.18802499771118164;0.35047879815101624;-0.32624897360801697;-0.3880564868450165;0.299507737159729;0.646390974521637;0.3880564868450165;0.505592405796051;-11896038055419900;0.7403092980384827
57;1;18;0;Tidak Teridentifikasi;0.13253000378608704;0.15832500159740448;0.20323249697685242;0.23785500228405;0.41737499833106995;0.3294300138950348;0.19181999564170837;0.2740776836872101;-0.23691831529140472;-0.3450530469417572;0.2681598663330078;0.5001538395881653;0.3450530469417572;0.449027419090271;-11366387605667100;0.7692120671272278
58;1;19;0;Tidak Teridentifikasi;0.15650999546051025;0.18038000166416168;0.2494325041770935;0.31512999534606934;0.5040274858474731;0.35654500126838684;0.20661500096321106;0.25542107224464417;-0.17675986886024475;-0.33375439047813416;0.2612099051475525;0.47199374437332153;0.33375439047813416;0.43389013409614563;-11294749975204400;0.7202739119529724
