Pixel_ID;Row;Col;Area;B1(Coastal Aerosol);B2(Blue);B3(Green);B4(Red);B5(NIR);B6(SWIR1);B7(SWIR2);B8(NDVI);B9(MNDWI);B10(NDWI);B11(EVI);B12(SABI);B13(GNDVI);B14(NDAVI);B15(AWEI);B16(BATHYMETRY);Label;Kategori_Detail;Kategori
572;15;1;Lainnya;0.0;0.0058100000023841;0.0533850006759166;0.0225850008428096;0.0;0.0130975004285573;0.0128499995917081;-1.0;0.5811336040496826;1.0;-0.0517086647450923;-0.3751972615718841;-1.0;-1.0;0.1216325014829635;0.1068309247493743;1;Lamun;Lamun
209;5;18;Lainnya;0.0130425002425909;0.0246200002729892;0.0517624989151954;0.0329524986445903;0.0163425002247095;0.0205224994570016;0.01617749966681;-0.1873446106910705;0.3545876145362854;0.4498863816261291;-0.0173668339848518;-0.1393757164478302;-0.4498863816261291;0.1666156351566314;0.0416262485086917;0.4666192829608917;1;Lamun;Lamun
387;10;6;Lainnya;0.012891249731183;0.0177174992859363;0.0471150018274784;0.0298999994993209;0.0123274996876716;0.0214850008487701;0.015599999576807;-0.2192262560129165;0.3736151456832886;0.4220713078975677;-0.0252248290926218;-0.1633311808109283;-0.4220713078975677;0.0387901812791824;0.0548331253230571;0.3682323694229126;1;Lamun;Lamun
279;7;12;Lainnya;0.0055212499573826;0.0191337503492832;0.0492462515830993;0.0328287482261657;0.0172637496143579;0.0201237499713897;0.0156137496232986;-0.289770245552063;0.4012346863746643;0.4598146975040436;-0.0362539589405059;-0.1940839141607284;-0.4598146975040436;-0.0339190475642681;0.0692362487316131;0.3739646971225738;1;Lamun;Lamun
355;9;12;Lainnya;0.0;0.0029325000941753;0.0231762491166591;0.0112962499260902;0.0062362500466406;0.0140875000506639;0.0121349999681115;-0.0333102010190486;0.1403566747903823;0.4468216598033905;-0.0112281274050474;0.0936472117900848;-0.4468216598033905;0.4051724076271057;0.001424687448889;0.0789526849985122;1;Lamun;Lamun
103;2;26;Lainnya;0.0603287518024444;0.0850924998521804;0.1337537467479705;0.1091274991631507;0.0395524986088275;0.0163562502712011;0.0129049997776746;-0.416083812713623;0.7491321563720703;0.5612732172012329;-0.1529213488101959;-0.2767034471035003;-0.5612732172012329;-0.4151425957679748;0.4187646806240082;0.6571053266525269;1;Lamun;Lamun
496;13;1;Lainnya;0.0;0.0198624990880489;0.0703800022602081;0.0487925000488758;0.0734324976801872;0.0291575007140636;0.0205774996429681;-0.120252788066864;0.4477385580539703;0.2154961675405502;-0.0303408671170473;-0.1149260774254798;-0.2154961675405502;0.2691564857959747;0.1124731227755546;0.2782642245292663;1;Lamun;Lamun
317;8;12;Lainnya;0.001516249962151;0.0090137496590614;0.0407762490212917;0.0258025005459785;0.01184624992311;0.0170025005936622;0.013936249539256;-0.303648293018341;0.3636015653610229;0.4932811558246612;-0.0317037478089332;-0.1922227889299392;-0.4932811558246612;0.3126514554023742;0.0538087487220764;0.1627883017063141;1;Lamun;Lamun
71;1;32;Lainnya;0.131883755326271;0.1675100028514862;0.2163500040769577;0.1886849999427795;0.1408624947071075;0.0505937486886978;0.0295425001531839;-0.1455660462379455;0.623009979724884;0.2117303609848022;-0.1179302707314491;-0.1241414546966552;-0.2117303609848022;-0.0868605598807334;0.5071565508842468;0.7583303451538086;0;Pasir;Non_Lamun
95;2;18;Lainnya;0.2750625014305115;0.3276837468147278;0.4198499917984009;0.4820275008678436;0.5815637707710266;0.3542074859142303;0.2065600007772445;0.093588039278984;0.0882209539413452;-0.1607442200183868;0.1232109665870666;0.1329686939716339;0.1607442200183868;0.2801930904388428;-0.4508609473705292;0.7763074040412903;0;Pasir;Non_Lamun
241;6;12;Lainnya;0.0494249984622001;0.0741887465119361;0.1102687492966651;0.0821499973535537;0.0293087493628263;0.0255824998021125;0.0180750004947185;-0.4712827503681183;0.6175625324249268;0.5742772221565247;-0.137796550989151;-0.2786714136600494;-0.5742772221565247;-0.4299620687961578;0.2817115485668182;0.666432797908783;1;Lamun;Lamun
171;4;18;Lainnya;0.014156250283122;0.0278374999761581;0.0587750002741813;0.0371050015091896;0.0166724994778633;0.0205362495034933;0.0165762491524219;-0.3869951069355011;0.4819779396057129;0.5607160329818726;-0.0494862906634807;-0.233725756406784;-0.5607160329818726;-0.2597509026527405;0.103202186524868;0.4668365716934204;1;Lamun;Lamun
534;14;1;Lainnya;0.0;0.0007774999830871;0.0518449991941452;0.0262700002640485;0.0103475004434585;0.0181850008666515;0.0152700003236532;-0.6101747155189514;0.5157694816589355;0.755948007106781;-0.0429780706763267;-0.3435985445976257;-0.755948007106781;0.7821366190910339;0.1003456264734268;0.0147128393873572;1;Lamun;Lamun
