Pixel_ID;Row;Col;Area;B1(Coastal Aerosol (B1));B2(Blue (B2));B3(Green (B3));B4(Red (B4));B5(RE1 (B5));B6(RE2 (B6));B7(RE3 (B7));B8(NIR (B8));B9(RE4 (B8A));B10(Water Vapor (B9));B11(SWIR1 (B11));B12(SWIR2 (B12));B13(NDVI);B14(MNDWI);B15(NDWI);B16(EVI);B17(SABI);B18(GNDVI);B19(NDAVI);B20(AWEI);B21(BATHYMETRY);Label;Kategori_Detail;Kategori
1197;10;76;Lainnya;0.11959999799728394;0.12060000002384186;0.1356000006198883;0.10159999877214432;0.1014999970793724;0.08299999684095383;0.08569999784231186;0.07440000027418137;0.08799999952316284;0.062300000339746475;0.08389999717473984;0.07999999821186066;-0.1361607313156128;0.2578504979610443;0.31301936507225037;-0.07780370861291885;-0.0997798964381218;-0.31301936507225037;-0.2674897313117981;-0.005400011315941811;0.8845338225364685;1;Lamun;Lamun
5157;46;4;Lainnya;0.13519999384880066;0.10859999805688858;0.11779999732971191;0.10639999806880951;0.11500000208616257;0.09459999948740005;0.09889999777078629;0.08240000158548355;0.0957999974489212;0.07800000160932541;0.09000000357627869;0.08349999785423279;-0.12973201274871826;0.2353440821170807;0.25236865878105164;-0.06000259891152382;-0.0943271741271019;-0.25236865878105164;-0.19999998807907104;-0.029724998399615288;0.9084157943725586;1;Lamun;Lamun
3266;29;17;Lainnya;0.17409999668598175;0.12620000541210175;0.14880000054836273;0.09839999675750732;0.10970000177621841;0.07109999656677246;0.07270000129938126;0.06549999862909317;0.07289999723434448;0.09799999743700027;0.06960000097751617;0.06639999896287918;-0.18985775113105774;0.33208081126213074;0.35823753476142883;-0.08566201478242874;-0.11561117321252823;-0.35823753476142883;-0.28725701570510864;0.08572498708963394;0.8268591165542603;1;Lamun;Lamun
4597;41;4;Lainnya;0.10930000245571136;0.10480000078678131;0.1136000007390976;0.07689999788999557;0.09510000050067902;0.07660000026226044;0.07769999653100967;0.06970000267028809;0.08020000159740448;0.10170000046491623;0.07329999655485153;0.06369999796152115;-0.10598571598529816;0.22474883496761322;0.24740876257419586;-0.050709933042526245;-0.07182066887617111;-0.24740876257419586;-0.1919698566198349;-0.03059999831020832;0.8866666555404663;1;Lamun;Lamun
2164;19;35;Lainnya;0.2013999968767166;0.10980000346899033;0.11940000206232071;0.08640000224113464;0.10769999772310257;0.0763000026345253;0.07779999822378159;0.06589999794960022;0.07320000231266022;0.1754000037908554;0.06889999657869339;0.06379999965429306;-0.12950600683689117;0.26270735263824463;0.24634656310081482;-0.06472708284854889;-0.08613447099924088;-0.24634656310081482;-0.1917659491300583;0.008050011470913887;0.8619403839111328;1;Lamun;Lamun
2163;19;34;Lainnya;0.2013999968767166;0.10859999805688858;0.12120000272989273;0.08789999783039093;0.1242000013589859;0.07980000227689743;0.08410000056028366;0.06279999762773514;0.07599999755620956;0.1754000037908554;0.07029999792575836;0.06549999862909317;-0.1626666933298111;0.26425957679748535;0.2639344334602356;-0.07906676083803177;-0.1146874874830246;-0.2639344334602356;-0.19964349269866943;0.005625016987323761;0.8617157340049744;1;Lamun;Lamun
1309;11;76;Lainnya;0.11959999799728394;0.10639999806880951;0.12240000069141388;0.09399999678134918;0.1014999970793724;0.08299999684095383;0.08569999784231186;0.0706000030040741;0.08799999952316284;0.062300000339746475;0.08389999717473984;0.07999999821186066;-0.11390133202075958;0.20294708013534546;0.27738264203071594;-0.060939256101846695;-0.08633093535900116;-0.27738264203071594;-0.2177068144083023;-0.060450006276369095;0.8806887865066528;1;Lamun;Lamun
4932;44;3;Lainnya;0.1307000070810318;0.11800000071525574;0.1306000053882599;0.08860000222921371;0.093299999833107;0.08049999922513962;0.09210000187158585;0.06360000371932983;0.0949999988079071;0.094200000166893;0.07840000092983246;0.07919999957084656;-0.13990461826324463;0.24598269164562225;0.2829868495464325;-0.08966244012117386;-0.09563202410936356;-0.2829868495464325;-0.23976606130599976;-0.020200001075863838;0.9076781868934631;1;Lamun;Lamun
4485;40;4;Lainnya;0.10930000245571136;0.10419999808073044;0.11400000005960464;0.08579999953508377;0.09510000050067902;0.07660000026226044;0.07769999653100967;0.0706000030040741;0.08020000159740448;0.10170000046491623;0.07329999655485153;0.06369999796152115;-0.08830949664115906;0.2172984778881073;0.21572212874889374;-0.047084178775548935;-0.07004668563604355;-0.21572212874889374;-0.17616578936576843;-0.028099989518523216;0.8841642141342163;1;Lamun;Lamun
3379;30;18;Lainnya;0.15649999678134918;0.11699999868869781;0.12620000541210175;0.0885000005364418;0.09520000219345093;0.06809999793767929;0.07190000265836716;0.06499999761581421;0.07069999724626541;0.09390000253915787;0.06849999725818634;0.06669999659061432;-0.1515151560306549;0.2555331885814667;0.28082191944122314;-0.07419725507497787;-0.09911361336708069;-0.28082191944122314;-0.21836227178573608;-0.006449991371482611;0.8601554036140442;1;Lamun;Lamun
1511;13;54;Lainnya;0.17560000717639923;0.09239999949932098;0.10140000283718109;0.07680000364780426;0.09759999811649323;0.08500000089406967;0.08889999985694885;0.06840000301599503;0.08950000256299973;0.14329999685287476;0.06419999897480011;0.06030000001192093;-0.12583766877651215;0.19980458915233612;0.24695317447185516;-0.04253583773970604;-0.09255202114582062;-0.24695317447185516;-0.1763405054807663;-0.06347500532865524;0.875453531742096;1;Lamun;Lamun
1399;12;54;Lainnya;0.17560000717639923;0.10100000351667404;0.1088000014424324;0.08100000023841858;0.09759999811649323;0.08500000089406967;0.08889999985694885;0.07800000160932541;0.08950000256299973;0.14329999685287476;0.06419999897480011;0.06030000001192093;-0.12970712780952454;0.25656378269195557;0.27147766947746277;-0.053423721343278885;-0.10044217854738235;-0.27147766947746277;-0.18324610590934753;-0.005700007081031799;0.8661825656890869;1;Lamun;Lamun
